Title,URL,Creator,Journal,Year,Citations,processed_text,SDG_Category
"Food Crops Field Area Prediction In 2020–2049 In Lampung Province, Indonesia Based On RCP 4.5 And RCP 8.5 Scenarios","https://scholar.google.com/scholar?q=+intitle:'Food Crops Field Area Prediction In 2020–2049 In Lampung Province, Indonesia Based On RCP 4.5 And RCP 8.5 Scenarios'",Tidak ditemukan,,2021,0,food crops field area prediction in 20202049 in lampung province indonesia based on rcp 45 and rcp 85 scenarios,Penanganan Perubahan Iklim
Sintering temperature effect on optical properties of zinc oxide thin film on glass substrate prepared by sol-gel spin coating method,https://scholar.google.com/scholar?q=+intitle:'Sintering temperature effect on optical properties of zinc oxide thin film on glass substrate prepared by sol-gel spin coating method',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012068, 2021",2021,4,sintering temperature effect on optical properties of zinc oxide thin film on glass substrate prepared by solgel spin coating method,Energi Bersih dan Terjangkau
Soil mesofauna amount and diversity by returning fresh and compost of crops biomass waste in ultisols in-situ,https://scholar.google.com/scholar?q=+intitle:'Soil mesofauna amount and diversity by returning fresh and compost of crops biomass waste in ultisols in-situ',Tidak ditemukan,"Biodiversitas Journal of Biological Diversity 22 (1), 2021",2021,1,soil mesofauna amount and diversity by returning fresh and compost of crops biomass waste in ultisols insitu,Ekosistem Darat
Kontribusi Cara Belajar Dan Media Pembelajaran Terhadap Hasil Belajar Mata Pelajaran Menerapkan Dasar-Dasar Elektronika,https://scholar.google.com/scholar?q=+intitle:'Kontribusi Cara Belajar Dan Media Pembelajaran Terhadap Hasil Belajar Mata Pelajaran Menerapkan Dasar-Dasar Elektronika',Tidak ditemukan,"Research in Education and Technology (REGY) 1 (1), 1-8, 2022",2022,3,kontribusi cara belajar media pembelajaran terhadap hasil belajar mata pelajaran menerapkan dasardasar elektronika,Pendidikan Berkualitas
The Effect of GA3 and Salicylic Acid Combination on the Germination and Growth of Kelinci Variety Peanut Sprouts (Arachis Hypogaea L.) Under Aluminum Casting,https://scholar.google.com/scholar?q=+intitle:'The Effect of GA3 and Salicylic Acid Combination on the Germination and Growth of Kelinci Variety Peanut Sprouts (Arachis Hypogaea L.) Under Aluminum Casting',Tidak ditemukan,"Biosfer: Jurnal Tadris Biologi 12 (1), 9-20, 2021",2021,0,the effect of ga3 and salicylic acid combination on the germination and growth of kelinci variety peanut sprouts arachis hypogaea l under aluminum casting,Ekosistem Laut
Perbandingan pemberian minyak kuning telur ayam dan bioplacenton terhadap gambaran histologi kulit,https://scholar.google.com/scholar?q=+intitle:'Perbandingan pemberian minyak kuning telur ayam dan bioplacenton terhadap gambaran histologi kulit',Tidak ditemukan,"VITEK: Bidang Kedokteran Hewan 11 (1), 6-14, 2021",2021,3,perbandingan pemberian minyak kuning telur ayam bioplacenton terhadap gambaran histologi kulit,Ekosistem Darat
Efek Fermentasi Basah Menggunakan Kultur Saccharomyces cerevisiae Terhadap Sifat Kimia dan Sensori Kopi Robusta (Coffea canephora),https://scholar.google.com/scholar?q=+intitle:'Efek Fermentasi Basah Menggunakan Kultur Saccharomyces cerevisiae Terhadap Sifat Kimia dan Sensori Kopi Robusta (Coffea canephora)',Tidak ditemukan,"JTEP 10 (4), 449-458, 2021",2021,8,efek fermentasi basah menggunakan kultur saccharomyces cerevisiae terhadap sifat kimia sensori kopi robusta coffea canephora,Ekosistem Darat
Preferensi Pengguna Kendaraan Pribadi dalam Memilih Jenis BBM Subsidi dan Non Subsidi,https://scholar.google.com/scholar?q=+intitle:'Preferensi Pengguna Kendaraan Pribadi dalam Memilih Jenis BBM Subsidi dan Non Subsidi',Tidak ditemukan,"Jurnal Rekayasa Sipil dan Desain 8 (3), 417-428, 2021",2021,0,preferensi pengguna kendaraan pribadi memilih jenis bbm subsidi non subsidi,Konsumsi dan Produksi Bertanggung Jawab
"Implementation of the e-pocket book to improve learning outcomes in economics at Madrasah Aliyah Madinatussalam, Bandar Khalifah Regency, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Implementation of the e-pocket book to improve learning outcomes in economics at Madrasah Aliyah Madinatussalam, Bandar Khalifah Regency, Indonesia'",Tidak ditemukan,"Budapest International Research and Critics in Linguistics and Education …, 2021",2021,7,implementation of the epocket book to improve learning outcomes in economics at madrasah aliyah madinatussalam bandar khalifah regency indonesia,Pendidikan Berkualitas
Taman Baca Masyarakat Iqra Aksara Lampung Sebagai Upaya Pelestarian Budaya Lampung Di Daerah Way lima Pesawaran,https://scholar.google.com/scholar?q=+intitle:'Taman Baca Masyarakat Iqra Aksara Lampung Sebagai Upaya Pelestarian Budaya Lampung Di Daerah Way lima Pesawaran',Tidak ditemukan,"Suluah Bendang: Jurnal Ilmiah Pengabdian Kepada Masyarakat 21 (3), 320-330, 2021",2021,0,taman baca masyarakat iqra aksara lampung upaya pelestarian budaya lampung daerah way lima pesawaran,Pendidikan Berkualitas
HUBUNGAN ASUPAN ZAT BESI DAN KEPATUHAN KONSUMSI SUPLEMENTASI TAMBAH DARAH DENGAN NILAI HB IBU HAMIL DI PUSKESMAS SIMPUR TAHUN 2021,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN ASUPAN ZAT BESI DAN KEPATUHAN KONSUMSI SUPLEMENTASI TAMBAH DARAH DENGAN NILAI HB IBU HAMIL DI PUSKESMAS SIMPUR TAHUN 2021',Tidak ditemukan,"Jurnal Gizi Aisyah 5 (2), 83-91, 2022",2022,0,hubungan asupan zat besi kepatuhan konsumsi suplementasi tambah darah nilai hb ibu hamil puskesmas simpur tahun 2021,Kesehatan dan Kesejahteraan
The Cytotoxic and Antibacterial Assays of Artonin E Isolated from the Branch Bark of the Artocarpus kemando Miq.,https://scholar.google.com/scholar?q=+intitle:'The Cytotoxic and Antibacterial Assays of Artonin E Isolated from the Branch Bark of the Artocarpus kemando Miq.',Tidak ditemukan,,2021,0,the cytotoxic and antibacterial assays of artonin e isolated from the branch bark of the artocarpus kemando miq,Ekosistem Darat
Implementation of Contextual Learning Model Efforts to Improve the Quality of Online Learning of Professional English Students,https://scholar.google.com/scholar?q=+intitle:'Implementation of Contextual Learning Model Efforts to Improve the Quality of Online Learning of Professional English Students',Tidak ditemukan,"SAR J 4, 167-174, 2021",2021,1,implementation of contextual learning model efforts to improve the quality of online learning of professional english students,Pendidikan Berkualitas
Letter of Acceptance (LoA) artikel di ICAPHP2021,https://scholar.google.com/scholar?q=+intitle:'Letter of Acceptance (LoA) artikel di ICAPHP2021',Tidak ditemukan,"ICAPHP2021, 2021",2021,0,letter of acceptance loa artikel icaphp2021,Kemitraan untuk Mencapai Tujuan
Case Report: Type 2 Diabetes Mellitus for the Elderly with Less FamilySupport,https://scholar.google.com/scholar?q=+intitle:'Case Report: Type 2 Diabetes Mellitus for the Elderly with Less FamilySupport',Tidak ditemukan,"Review of Primary Care Practice & Education, 2021",2021,6,case report type 2 diabetes mellitus for the elderly with less familysupport,Kesehatan dan Kesejahteraan
Development of a health education application smartphone-based FoCED to increase knowledge about foot care in patients with diabetes mellitus,https://scholar.google.com/scholar?q=+intitle:'Development of a health education application smartphone-based FoCED to increase knowledge about foot care in patients with diabetes mellitus',Tidak ditemukan,"ABDIMAS: Jurnal Pengabdian Masyarakat 4 (2), 685-688, 2021",2021,5,development of a health education application smartphonebased foced to increase knowledge about foot care in patients with diabetes mellitus,Kesehatan dan Kesejahteraan
The duties and functions of the police in their role as law enforcers according to Law Number 2 of 2002 concerning the police,https://scholar.google.com/scholar?q=+intitle:'The duties and functions of the police in their role as law enforcers according to Law Number 2 of 2002 concerning the police',Tidak ditemukan,"Al-Adl J Huk 13 (1), 91â, 2021",2021,8,the duties and functions of the police in their role as law enforcers according to law number 2 of 2002 concerning the police,Konsumsi dan Produksi Bertanggung Jawab
Pendampingan kelompok wanita tani hutan (KWTH) Kartini dalam menunjang keberlanjutan hutan rakyat pola agroforestri di Desa Kubu Batu,https://scholar.google.com/scholar?q=+intitle:'Pendampingan kelompok wanita tani hutan (KWTH) Kartini dalam menunjang keberlanjutan hutan rakyat pola agroforestri di Desa Kubu Batu',Tidak ditemukan,"Aptekmas Jurnal Pengabdian pada Masyarakat 4 (4), 124-131, 2021",2021,6,pendampingan kelompok wanita tani hutan kwth kartini menunjang keberlanjutan hutan rakyat pola agroforestri desa kubu batu,Ekosistem Darat
"Nutrients Distribution and Trophic Status Classification in Coastal Waters of Pulau Pasaran, Lampung","https://scholar.google.com/scholar?q=+intitle:'Nutrients Distribution and Trophic Status Classification in Coastal Waters of Pulau Pasaran, Lampung'",Tidak ditemukan,"International Conference on Sustainable Biomass (ICSB 2019), 113-118, 2021",2021,0,nutrients distribution and trophic status classification in coastal waters of pulau pasaran lampung,Ekosistem Laut
ANALISIS PRODUKSI DAN PENDAPATAN USAHATANI UBI KAYU DI KECAMATAN BLAMBANGAN PAGAR KABUPATEN LAMPUNG UTARA,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PRODUKSI DAN PENDAPATAN USAHATANI UBI KAYU DI KECAMATAN BLAMBANGAN PAGAR KABUPATEN LAMPUNG UTARA',Tidak ditemukan,"FAKULTAS PERTANIAN, 2021",2021,0,analisis produksi pendapatan usahatani ubi kayu kecamatan blambangan pagar kabupaten lampung utara,Pekerjaan Layak dan Pertumbuhan Ekonomi
Analysis of the Quality of Student Questions for Prospective Teachers of Natural Sciences Cluster in terms of Learning Experience,https://scholar.google.com/scholar?q=+intitle:'Analysis of the Quality of Student Questions for Prospective Teachers of Natural Sciences Cluster in terms of Learning Experience',Tidak ditemukan,Bioedusiana: Jurnal Pendidikan Biologi 6 (1),2021,0,analysis of the quality of student questions for prospective teachers of natural sciences cluster in terms of learning experience,Pendidikan Berkualitas
SURFACE-GROUNDWATER RECIPROCITY SCENARIOS FOR SUSTAINABLE IRRIGATED AGRICTURE IN RECHNA DOAB,https://scholar.google.com/scholar?q=+intitle:'SURFACE-GROUNDWATER RECIPROCITY SCENARIOS FOR SUSTAINABLE IRRIGATED AGRICTURE IN RECHNA DOAB',Tidak ditemukan,"BOOK OF ABSTRACTS, 32, 2021",2021,0,surfacegroundwater reciprocity scenarios for sustainable irrigated agricture in rechna doab,Air Bersih dan Sanitasi Layak
A correlation between students’ morphological awareness and their accuracy in writing recount text,https://scholar.google.com/scholar?q=+intitle:'A correlation between students’ morphological awareness and their accuracy in writing recount text',Tidak ditemukan,"U-JET 10 (3), 251-258, 2021",2021,0,a correlation between students morphological awareness and their accuracy in writing recount text,Pendidikan Berkualitas
Effects of encapsulated Bacillus sp. D2. 2 on gut bacterial composition and immune system in brown-marbled grouper Epinephelus fuscoguttatus,https://scholar.google.com/scholar?q=+intitle:'Effects of encapsulated Bacillus sp. D2. 2 on gut bacterial composition and immune system in brown-marbled grouper Epinephelus fuscoguttatus',Tidak ditemukan,"IOP Conference Series: Earth and Environmental Science 919 (1), 012061, 2021",2021,4,effects of encapsulated bacillus sp d2 2 on gut bacterial composition and immune system in brownmarbled grouper epinephelus fuscoguttatus,Ekosistem Darat
Dynamic modeling data time series by using constant conditional correlation-generalized autoregressive conditional heteroscedasticity,https://scholar.google.com/scholar?q=+intitle:'Dynamic modeling data time series by using constant conditional correlation-generalized autoregressive conditional heteroscedasticity',Tidak ditemukan,"Journal of Physics: Conference Series 1751 (1), 012015, 2021",2021,1,dynamic modeling data time series by using constant conditional correlationgeneralized autoregressive conditional heteroscedasticity,Penanganan Perubahan Iklim
"Strategi Penataan Kawasan Pariwisata Air Terjun Way Kunyir, Kecamatan Pagelaran Utara Kabupaten Pringsewu Propinsi Lampung","https://scholar.google.com/scholar?q=+intitle:'Strategi Penataan Kawasan Pariwisata Air Terjun Way Kunyir, Kecamatan Pagelaran Utara Kabupaten Pringsewu Propinsi Lampung'",Tidak ditemukan,"Seminar Nasional Insinyur Profesional (SNIP) 2 (2), 2022",2022,0,strategi penataan kawasan pariwisata air terjun way kunyir kecamatan pagelaran utara kabupaten pringsewu propinsi lampung,Air Bersih dan Sanitasi Layak
Efek Induksi Rhizoctonia pada Ketebalan Daun Anggrek yang diinfeksi Odontoglossum ringspot virus (ORSV),https://scholar.google.com/scholar?q=+intitle:'Efek Induksi Rhizoctonia pada Ketebalan Daun Anggrek yang diinfeksi Odontoglossum ringspot virus (ORSV)',Tidak ditemukan,"Biota: Jurnal Ilmiah Ilmu-Ilmu Hayati, 186-191, 2021",2021,0,efek induksi rhizoctonia ketebalan daun anggrek diinfeksi odontoglossum ringspot virus orsv,Ekosistem Darat
""" Similarity Index"" Design and Implementation Of Scoology-Based Blanded Learning Media For Basic I Course","https://scholar.google.com/scholar?q=+intitle:'"" Similarity Index"" Design and Implementation Of Scoology-Based Blanded Learning Media For Basic I Course'",Tidak ditemukan,"FKIP UNILA, 2021",2021,0,similarity index design and implementation of scoologybased blanded learning media for basic i course,Pendidikan Berkualitas
ANALISIS EFISIENSI USAHATANI JAGUNG ANGGOTA DAN NON-ANGGOTA KELOMPOK TANI DI KECAMATAN MARGA TIGA KABUPATEN LAMPUNG TIMUR,https://scholar.google.com/scholar?q=+intitle:'ANALISIS EFISIENSI USAHATANI JAGUNG ANGGOTA DAN NON-ANGGOTA KELOMPOK TANI DI KECAMATAN MARGA TIGA KABUPATEN LAMPUNG TIMUR',Tidak ditemukan,"JIIA (Jurnal Ilmu-Ilmu Agribisnis) 9 (1), 130-137, 2021",2021,1,analisis efisiensi usahatani jagung anggota nonanggota kelompok tani kecamatan marga tiga kabupaten lampung timur,Konsumsi dan Produksi Bertanggung Jawab
PENGARUH EL NINO DAN LA NINA TERHADAP DATA-DATA HUJAN KABUPATEN LAMPUNG BARAT PROVINSI LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'PENGARUH EL NINO DAN LA NINA TERHADAP DATA-DATA HUJAN KABUPATEN LAMPUNG BARAT PROVINSI LAMPUNG',Tidak ditemukan,"FAKULTAS TEKNIK, 2021",2021,0,pengaruh el nino la nina terhadap datadata hujan kabupaten lampung barat provinsi lampung,Ekosistem Darat
An experimental investigation of TiO2 nanofluid as a base fluid for PV/T solar collector in low latitude tropica,https://scholar.google.com/scholar?q=+intitle:'An experimental investigation of TiO2 nanofluid as a base fluid for PV/T solar collector in low latitude tropica',Tidak ditemukan,"The 2nd Faculty of Industrial Technology International Congress, 28 January 2020, 2021",2021,0,an experimental investigation of tio2 nanofluid as a base fluid for pvt solar collector in low latitude tropica,Air Bersih dan Sanitasi Layak
